Vipr2,Fos,receptor-TF
Vipr2,Mapk8,receptor-TF
Vipr2,Creb1,receptor-TF
Vipr2,Ppara,receptor-TF
Vipr2,Sox9,receptor-TF
Vipr2,Rapgef3,receptor-TF
Vipr2,Raf1,receptor-TF
Vipr2,Mapk9,receptor-TF
Vipr2,Creb3l3,receptor-TF
Vipr2,Gli3,receptor-TF
Vipr2,Nfatc1,receptor-TF
Vipr2,Ep300,receptor-TF
Vipr2,Nfkbia,receptor-TF
Vipr2,Gli1,receptor-TF
Vipr2,Mapk10,receptor-TF
Vipr2,Grin1,receptor-TF
Vipr2,Creb3l1,receptor-TF
Vipr2,Creb3,receptor-TF
Vipr2,Akt1,receptor-TF
Vipr2,Crebbp,receptor-TF
Vipr2,Mapk3,receptor-TF
Vipr2,Creb5,receptor-TF
Vipr2,Rela,receptor-TF
Vipr2,Jun,receptor-TF
Vipr2,Creb3l4,receptor-TF
Vipr2,Nfkb1,receptor-TF
Vipr2,Creb3l2,receptor-TF
Vipr2,Mapk1,receptor-TF
Npy1r,Fos,receptor-TF
Npy1r,Mapk8,receptor-TF
Npy1r,Creb1,receptor-TF
Npy1r,Ppara,receptor-TF
Npy1r,Sox9,receptor-TF
Npy1r,Rapgef3,receptor-TF
Npy1r,Raf1,receptor-TF
Npy1r,Mapk9,receptor-TF
Npy1r,Creb3l3,receptor-TF
Npy1r,Gli3,receptor-TF
Npy1r,Nfatc1,receptor-TF
Npy1r,Ep300,receptor-TF
Npy1r,Nfkbia,receptor-TF
Npy1r,Gli1,receptor-TF
Npy1r,Mapk10,receptor-TF
Npy1r,Grin1,receptor-TF
Npy1r,Creb3l1,receptor-TF
Npy1r,Creb3,receptor-TF
Npy1r,Akt1,receptor-TF
Npy1r,Crebbp,receptor-TF
Npy1r,Mapk3,receptor-TF
Npy1r,Creb5,receptor-TF
Npy1r,Rela,receptor-TF
Npy1r,Jun,receptor-TF
Npy1r,Creb3l4,receptor-TF
Npy1r,Nfkb1,receptor-TF
Npy1r,Creb3l2,receptor-TF
Npy1r,Mapk1,receptor-TF
Sstr1,Stat5b,receptor-TF
Sstr1,Fos,receptor-TF
Sstr1,Mapk8,receptor-TF
Sstr1,Creb3l2,receptor-TF
Sstr1,Creb1,receptor-TF
Sstr1,Ppara,receptor-TF
Sstr1,Sox9,receptor-TF
Sstr1,Sos1,receptor-TF
Sstr1,Mapk12,receptor-TF
Sstr1,Atf6b,receptor-TF
Sstr1,Stat3,receptor-TF
Sstr1,Rapgef3,receptor-TF
Sstr1,Mapk11,receptor-TF
Sstr1,Raf1,receptor-TF
Sstr1,Mapk9,receptor-TF
Sstr1,Creb3l3,receptor-TF
Sstr1,Gli3,receptor-TF
Sstr1,Nfatc1,receptor-TF
Sstr1,Ep300,receptor-TF
Sstr1,Nfkbia,receptor-TF
Sstr1,Gli1,receptor-TF
Sstr1,Sos2,receptor-TF
Sstr1,Mapk10,receptor-TF
Sstr1,Grin1,receptor-TF
Sstr1,Junb,receptor-TF
Sstr1,Atf2,receptor-TF
Sstr1,Creb3l1,receptor-TF
Sstr1,Creb3,receptor-TF
Sstr1,Akt1,receptor-TF
Sstr1,Crebbp,receptor-TF
Sstr1,Atf4,receptor-TF
Sstr1,Mapk3,receptor-TF
Sstr1,Creb5,receptor-TF
Sstr1,Rela,receptor-TF
Sstr1,Stat1,receptor-TF
Sstr1,Jun,receptor-TF
Sstr1,Creb3l4,receptor-TF
Sstr1,Mapk13,receptor-TF
Sstr1,Pou1f1,receptor-TF
Sstr1,Nfkb1,receptor-TF
Sstr1,Mapk14,receptor-TF
Sstr1,Mapk1,receptor-TF
Sstr1,Stat5a,receptor-TF
Oprd1,Atf4,receptor-TF
Oprd1,Creb3,receptor-TF
Oprd1,Mapk3,receptor-TF
Oprd1,Creb5,receptor-TF
Oprd1,Creb1,receptor-TF
Oprd1,Raf1,receptor-TF
Oprd1,Creb3l4,receptor-TF
Oprd1,Atf2,receptor-TF
Oprd1,Gtf2i,receptor-TF
Oprd1,Trp53,receptor-TF
Oprd1,Creb3l3,receptor-TF
Oprd1,Creb3l1,receptor-TF
Oprd1,Gtf2ird1,receptor-TF
Oprd1,Atf6b,receptor-TF
Oprd1,Creb3l2,receptor-TF
Oprd1,Mapk1,receptor-TF
Oprd1,Akt1,receptor-TF
Vipr2_,null0,no-ligand
Npy1r_,null1,no-ligand
Sstr1_,null2,no-ligand
Oprd1_,null3,no-ligand
Stat5b,Socs3,TF-target_gene
Stat5b,Ccnd2,TF-target_gene
Stat5b,Ccnd3,TF-target_gene
Stat5b,Cel,TF-target_gene
Stat5b,Bcl2l1,TF-target_gene
Stat5b,Ccnd1,TF-target_gene
Stat5b,Socs5,TF-target_gene
Stat5b,Socs4,TF-target_gene
Stat5b,Socs2,TF-target_gene
Stat5b,Socs7,TF-target_gene
Stat5b,Pim2,TF-target_gene
Stat5b,Pim1,TF-target_gene
Stat5b,Myc,TF-target_gene
Stat5b,Socs1,TF-target_gene
Stat5b,Ar,TF-target_gene
Stat5b,Csn2,TF-target_gene
Stat5b,Dpf3,TF-target_gene
Stat5b,Slc10a1,TF-target_gene
Fos,Vegfc,TF-target_gene
Fos,Ccnd1,TF-target_gene
Fos,Cdk4,TF-target_gene
Fos,Figf,TF-target_gene
Fos,Mmp2,TF-target_gene
Fos,Mmp9,TF-target_gene
Fos,Pgf,TF-target_gene
Fos,Th,TF-target_gene
Fos,Vegfa,TF-target_gene
Fos,Vegfb,TF-target_gene
Fos,LOC640611,TF-target_gene
Fos,Mmp1a,TF-target_gene
Fos,Mmp1b,TF-target_gene
Fos,Acp5,TF-target_gene
Fos,Bdnf,TF-target_gene
Fos,Bmp2,TF-target_gene
Fos,Ccl5,TF-target_gene
Fos,Crh,TF-target_gene
Fos,Csf3,TF-target_gene
Fos,Cxcl15,TF-target_gene
Fos,Dcstamp,TF-target_gene
Fos,Egr1,TF-target_gene
Fos,Fam89b,TF-target_gene
Fos,Fos,TF-target_gene
Fos,Gnrh1,TF-target_gene
Fos,Gria1,TF-target_gene
Fos,Grik2,TF-target_gene
Fos,H2-K1,TF-target_gene
Fos,Hmgcr,TF-target_gene
Fos,Ifne,TF-target_gene
Fos,Igk,TF-target_gene
Fos,Il1rl1,TF-target_gene
Fos,Il2,TF-target_gene
Fos,Il27,TF-target_gene
Fos,Il6,TF-target_gene
Fos,Jun,TF-target_gene
Fos,Krt18,TF-target_gene
Fos,Mapk8,TF-target_gene
Fos,Mt1,TF-target_gene
Fos,Nacc1,TF-target_gene
Fos,Nck2,TF-target_gene
Fos,Nefl,TF-target_gene
Fos,Nfatc1,TF-target_gene
Fos,Nfe2l2,TF-target_gene
Fos,Ngf,TF-target_gene
Fos,Nos2,TF-target_gene
Fos,Nr3c1,TF-target_gene
Fos,Pdpn,TF-target_gene
Fos,Penk,TF-target_gene
Fos,Plau,TF-target_gene
Fos,Pomc,TF-target_gene
Fos,Ppp1r3b,TF-target_gene
Fos,Spi1,TF-target_gene
Fos,Slc10a2,TF-target_gene
Fos,Socs3,TF-target_gene
Fos,Src,TF-target_gene
Fos,Srr,TF-target_gene
Fos,Srxn1,TF-target_gene
Fos,Star,TF-target_gene
Fos,Stim1,TF-target_gene
Fos,Tff2,TF-target_gene
Fos,Tgfb1,TF-target_gene
Fos,Tinagl1,TF-target_gene
Fos,Tpsab1,TF-target_gene
Fos,Trp53,TF-target_gene
Fos,Tslp,TF-target_gene
Fos,Wee1,TF-target_gene
Mapk8,Il18,TF-target_gene
Mapk8,Il23a,TF-target_gene
Mapk8,Tnf,TF-target_gene
Mapk8,Nos2,TF-target_gene
Mapk8,Smad4,TF-target_gene
Mapk8,Jun,TF-target_gene
Mapk8,Il12b,TF-target_gene
Mapk8,Il12a,TF-target_gene
Mapk8,Il6,TF-target_gene
Mapk8,Il1b,TF-target_gene
Mapk8,Il1a,TF-target_gene
Creb1,Ren1,TF-target_gene
Creb1,H2-Ea-ps,TF-target_gene
Creb1,Npy,TF-target_gene
Creb1,Slc5a5,TF-target_gene
Creb1,Adcy8,TF-target_gene
Creb1,Aqp2,TF-target_gene
Creb1,Arc,TF-target_gene
Creb1,Barx2,TF-target_gene
Creb1,Bcl2,TF-target_gene
Creb1,Bdkrb1,TF-target_gene
Creb1,Bdnf,TF-target_gene
Creb1,Brca1,TF-target_gene
Creb1,Brca2,TF-target_gene
Creb1,Cacna1s,TF-target_gene
Creb1,Ccnd1,TF-target_gene
Creb1,Ccnd2,TF-target_gene
Creb1,Cd3d,TF-target_gene
Creb1,Cdk1,TF-target_gene
Creb1,Ift81,TF-target_gene
Creb1,Cebpb,TF-target_gene
Creb1,Cebpd,TF-target_gene
Creb1,Chga,TF-target_gene
Creb1,Chgb,TF-target_gene
Creb1,Crebbp,TF-target_gene
Creb1,Crh,TF-target_gene
Creb1,Cryaa,TF-target_gene
Creb1,Ctf1,TF-target_gene
Creb1,Cyp11a1,TF-target_gene
Creb1,Dbh,TF-target_gene
Creb1,Fos,TF-target_gene
Creb1,Fosb,TF-target_gene
Creb1,Fst,TF-target_gene
Creb1,Galr1,TF-target_gene
Creb1,Gfap,TF-target_gene
Creb1,Gnrhr,TF-target_gene
Creb1,Grin2b,TF-target_gene
Creb1,Nr3c1,TF-target_gene
Creb1,Hspa5,TF-target_gene
Creb1,Gzmb,TF-target_gene
Creb1,H2-Aa,TF-target_gene
Creb1,H2-Ab1,TF-target_gene
Creb1,H2-Eb1,TF-target_gene
Creb1,H2-DMa,TF-target_gene
Creb1,H2-DMb1,TF-target_gene
Creb1,H2-DMb2,TF-target_gene
Creb1,H2-Oa,TF-target_gene
Creb1,H2-Ob,TF-target_gene
Creb1,Hfe,TF-target_gene
Creb1,Hgf,TF-target_gene
Creb1,Hmox1,TF-target_gene
Creb1,Nr4a1,TF-target_gene
Creb1,Hpgd,TF-target_gene
Creb1,Slc6a4,TF-target_gene
Creb1,Elavl1,TF-target_gene
Creb1,Cd74,TF-target_gene
Creb1,Il2,TF-target_gene
Creb1,Il6,TF-target_gene
Creb1,Inha,TF-target_gene
Creb1,Jun,TF-target_gene
Creb1,Kcnc1,TF-target_gene
Creb1,Anxa1,TF-target_gene
Creb1,Ltf,TF-target_gene
Creb1,Mcl1,TF-target_gene
Creb1,Met,TF-target_gene
Creb1,Mif,TF-target_gene
Creb1,Mitf,TF-target_gene
Creb1,Mt3,TF-target_gene
Creb1,Myod1,TF-target_gene
Creb1,Nf1,TF-target_gene
Creb1,Npr1,TF-target_gene
Creb1,Ntsr2,TF-target_gene
Creb1,Pck1,TF-target_gene
Creb1,Pcna,TF-target_gene
Creb1,Pdha2,TF-target_gene
Creb1,Pdyn,TF-target_gene
Creb1,Penk,TF-target_gene
Creb1,Per1,TF-target_gene
Creb1,Per2,TF-target_gene
Creb1,Per3,TF-target_gene
Creb1,Plat,TF-target_gene
Creb1,Plau,TF-target_gene
Creb1,Ppara,TF-target_gene
Creb1,Ptger2,TF-target_gene
Creb1,Ptgs2,TF-target_gene
Creb1,Dusp1,TF-target_gene
Creb1,Rdh16,TF-target_gene
Creb1,Scg2,TF-target_gene
Creb1,Sfrp4,TF-target_gene
Creb1,Sftpb,TF-target_gene
Creb1,Slc1a3,TF-target_gene
Creb1,Slc20a1,TF-target_gene
Creb1,Stat3,TF-target_gene
Creb1,Tcra,TF-target_gene
Creb1,Tgfb2,TF-target_gene
Creb1,Tgm1,TF-target_gene
Creb1,Th,TF-target_gene
Creb1,Thbs1,TF-target_gene
Creb1,Rarb,TF-target_gene
Creb1,Tnfrsf8,TF-target_gene
Creb1,Trf,TF-target_gene
Creb1,Wisp1,TF-target_gene
Creb1,Yy1,TF-target_gene
Creb1,Mapk1,TF-target_gene
Creb1,Gyg,TF-target_gene
Creb1,Clic4,TF-target_gene
Creb1,Slc29a1,TF-target_gene
Creb1,Osgep,TF-target_gene
Creb1,Nrn1,TF-target_gene
Creb1,Myh10,TF-target_gene
Creb1,Acsl4,TF-target_gene
Creb1,Cftr,TF-target_gene
Creb1,Cldn11,TF-target_gene
Creb1,Crtc2,TF-target_gene
Creb1,Entpd1,TF-target_gene
Creb1,Esr1,TF-target_gene
Creb1,Etv2,TF-target_gene
Creb1,Etv3,TF-target_gene
Creb1,Il10,TF-target_gene
Creb1,Ldha,TF-target_gene
Creb1,Nfkbiz,TF-target_gene
Creb1,Nmnat2,TF-target_gene
Creb1,Noct,TF-target_gene
Creb1,Nrf1,TF-target_gene
Creb1,Pde3b,TF-target_gene
