Kmt2a,Nsd1,receptor-TF
Kmt2a,E2f2,receptor-TF
Kmt2a,Prdm16,receptor-TF
Kmt2a,Ehmt2,receptor-TF
Kmt2a,E2f1,receptor-TF
Kmt2a,Dot1l,receptor-TF
Kmt2a,Smyd1,receptor-TF
Kmt2a,Ash1l,receptor-TF
Kmt2a,Suv39h2,receptor-TF
Kmt2a,E2f3,receptor-TF
Kmt2a,Ezh1,receptor-TF
Kmt2a,Ezh2,receptor-TF
Kmt2a,Ehmt1,receptor-TF
Kmt2a,Rb1,receptor-TF
Kmt2a,Ccnd1,receptor-TF
Nt5e,Pcbd2,receptor-TF
Nt5e,Sirt1,receptor-TF
Nt5e,Sirt5,receptor-TF
Nt5e,Dnmt1,receptor-TF
Nt5e,Dnmt3a,receptor-TF
Nt5e,Dnmt3b,receptor-TF
Nt5e,Pcbd1,receptor-TF
Nt5e,Sirt2,receptor-TF
Axl,Foxo3,receptor-TF
Axl,Mapk1,receptor-TF
Axl,Mapk3,receptor-TF
Axl,Akt1,receptor-TF
Axl,Raf1,receptor-TF
Axl,Stat3,receptor-TF
Axl,Sos2,receptor-TF
Axl,Sos1,receptor-TF
Cd40,Tnfaip3,receptor-TF
Cd40,Nfkb2,receptor-TF
Cd40,Ikbkg,receptor-TF
Cd40,Myd88,receptor-TF
Cd40,Nfkb1,receptor-TF
Cd40,Csf2,receptor-TF
Cd40,Tnf,receptor-TF
Cd40,Nfkbia,receptor-TF
Cd40,Relb,receptor-TF
Cd40,Rela,receptor-TF
Cd40,Ikbkb,receptor-TF
Cd40,Map3k7,receptor-TF
Myd88,Cxcl1,TF-target_gene
Myd88,Ifna1,TF-target_gene
Myd88,Ifna11,TF-target_gene
Myd88,Ifna2,TF-target_gene
Myd88,Ifna4,TF-target_gene
Myd88,Ifna5,TF-target_gene
Myd88,Ifna6,TF-target_gene
Myd88,Ifna7,TF-target_gene
Myd88,Ifna9,TF-target_gene
Myd88,Ifnab,TF-target_gene
Myd88,Ifnb1,TF-target_gene
Myd88,Cxcl2,TF-target_gene
Myd88,Ifna13,TF-target_gene
Myd88,Gm12597,TF-target_gene
Myd88,Ifna12,TF-target_gene
Myd88,Ifna14,TF-target_gene
Csf2,Itgb3,TF-target_gene
Dnmt1,Epcam,TF-target_gene
Dnmt3a,Dpp6,TF-target_gene
Dnmt3a,Mdm2,TF-target_gene
Dnmt3a,Vtn,TF-target_gene
Ikbkb,Ccl19,TF-target_gene
Ikbkb,Cxcl10,TF-target_gene
Ikbkb,Cxcl2,TF-target_gene
Ikbkb,Cxcl9,TF-target_gene
Ikbkb,Cxcr4,TF-target_gene
Ikbkb,Nfkbia,TF-target_gene
Ikbkb,Ptgs2,TF-target_gene
Ikbkb,Rps6kb1,TF-target_gene
Prdm16,Rbl1,TF-target_gene
Sos1,Spred3,TF-target_gene
Sos1,Spred1,TF-target_gene
Sos1,Spred2,TF-target_gene
Sos1,Ccnd2,TF-target_gene
Sos1,Spry4,TF-target_gene
Sos1,Spry2,TF-target_gene
Sos1,Spry1,TF-target_gene
Sos1,Spry3,TF-target_gene
Smyd1,Hand2,TF-target_gene
Foxo3,Pck2,TF-target_gene
Foxo3,G6pc,TF-target_gene
Foxo3,G6pc2,TF-target_gene
